user,rating,date,review,helpful_count,clean_review
RAMESH PATIL,4,2021-09-13 08:38:28,Good,0,good
steffi jasper hepsi,1,2021-09-08 17:51:16,Seriously worst experience..for updating the application on mobile also its not updating. Saying we cannot install hsbc..,2,seriously worst experiencefor updating the application on mobile also its not updating saying we cannot install hsbc
pong lam,3,2021-09-08 17:19:31,"for hsbcnet hk login, still using this uk app?",0,for hsbcnet hk login still using this uk app
Chris Dunn-Coleman,5,2021-09-06 16:49:07,Easy and convenient to use,0,easy and convenient to use
vishan madhusanka,1,2021-09-01 21:12:30,What is the point if it is continously giving troubles when try to login..? Asking about Internet conection when there are full bars with 4g strength signals..,1,what is the point if it is continously giving troubles when try to login asking about internet conection when there are full bars with g strength signals
Sona Fesdekjian,2,2021-09-01 18:04:02,Very hard to take the picture. Wish I could take it manually instead of the app,0,very hard to take the picture wish i could take it manually instead of the app
Ahmed Mohammed,1,2021-09-01 14:23:15,The page keeps flickering (with an icon of the android symbol) when i try to generate a code to login. Frustrating!,1,the page keeps flickering with an icon of the android symbol when i try to generate a code to login frustrating
Bharat Jain,5,2021-08-30 17:22:12,Good,0,good
Sreejith Ponneth,1,2021-08-30 17:09:01,"Not working on Realme 1 CPH1859. Looks like need to change the bank because without this app you can't access the account. Showing some weird error message ""No internet connection-P003""",3,not working on realme cph looks like need to change the bank because without this app you cant access the account showing some weird error message no internet connectionp
Ma Lll,5,2021-08-26 14:27:35,More positive,0,more positive
carol wang,1,2021-08-24 23:02:41,"Terrible app. Never recognize a check, took forever to mobile deposit check. Definitely needs to improve.",1,terrible app never recognize a check took forever to mobile deposit check definitely needs to improve
Ian Jennings,2,2021-08-24 10:47:18,"This app works for checking balances and is very useful for generating a security code without carrying an additional device with you. However, you cannot authorise or create payments or pay in cheques (apparently this can be done using you phone camera on the business banking app). Also, it really should log the user out after a period of inactivity like most personal/private banking apps do.",7,this app works for checking balances and is very useful for generating a security code without carrying an additional device with you however you cannot authorise or create payments or pay in cheques apparently this can be done using you phone camera on the business banking app also it really should log the user out after a period of inactivity like most personalprivate banking apps do
shaji vilson,4,2021-08-14 08:32:23,"Overall good. Need to ncrease the minimum deposit amount limit per day from $50,000 to $150,000 per day.",3,overall good need to ncrease the minimum deposit amount limit per day from to per day
Shrikant Lanke,5,2021-08-11 10:30:05,Very good 👍,0,very good
wong xueqi,1,2021-07-30 06:56:17,"I can't use the app at all, it says mobile authentication can't be activate at my current country",0,i cant use the app at all it says mobile authentication cant be activate at my current country
Sunny Tneoh,4,2021-07-23 10:02:00,Functional and easy to restore if phone reset,0,functional and easy to restore if phone reset
Majdi Jaghoub,5,2021-07-18 16:19:58,Perfect,0,perfect
Hari Menon,1,2021-07-15 00:57:55,Doesn't Work With Android 12,0,doesnt work with android
Neeraj Singh Dewari,1,2021-07-14 14:51:48,Wasting a lot of time aal the time,0,wasting a lot of time aal the time
Manikandan N,5,2021-07-14 13:06:40,Good,0,good
Ali Bakhdar,5,2021-07-12 13:57:52,Awesome,0,awesome
mi go,1,2021-07-09 21:49:17,"Deposit feature hardly ever worked. But worse, just updated today and now I can't access my account on the app or on my desktop computer. Complete fail.",2,deposit feature hardly ever worked but worse just updated today and now i cant access my account on the app or on my desktop computer complete fail
Neil H,5,2021-07-09 14:08:08,works,0,works
Amit Jindal,1,2021-07-07 13:06:51,Difficult to login. It is mostly unresponsive. Even it is one of the worst I had,5,difficult to login it is mostly unresponsive even it is one of the worst i had
Dr. ALRIFAE Isaac,3,2021-07-06 12:29:12,Moderately complicated,0,moderately complicated
Rohit Raman,1,2021-07-06 09:25:50,We can't see the statement. It's a very poor application.,0,we cant see the statement its a very poor application
VINCE Cheung,1,2021-07-06 00:49:41,One word. Sucks,0,one word sucks
QASEM ALSHABI,1,2021-07-04 10:51:09,Why Is not working in huawei phone .,0,why is not working in huawei phone
Pratik,1,2021-07-02 12:44:11,Not compatible with Android 12?,0,not compatible with android
Piyush Sagar Gupta,5,2021-06-30 13:54:58,Fantastic Application!!,0,fantastic application
Nikhil Desai,1,2021-06-30 11:39:48,very slow and irritating app,0,very slow and irritating app
Steven Brill,1,2021-06-30 07:38:26,"Pretty Weak, gets worse all the time. I can't make deposits at all, yet they are closing branches? Hmmm. In reply to the developer: Been there, done that. They suggest things like reboot or reinstall. They still can't get it working.",5,pretty weak gets worse all the time i cant make deposits at all yet they are closing branches hmmm in reply to the developer been there done that they suggest things like reboot or reinstall they still cant get it working
Aditya Gharpure,3,2021-06-16 18:17:06,Good to use and do transactions,0,good to use and do transactions
Amit Thakral,1,2021-06-15 15:40:02,It crashes in this update,0,it crashes in this update
Yogesh Sawatkar,5,2021-06-15 13:57:01,Good,0,good
Nasir Uddin,5,2021-06-15 11:06:14,Not bad,0,not bad
Anil Kale,5,2021-06-15 10:26:38,excellent convenience,0,excellent convenience
Zac Thammason,1,2021-06-14 13:13:33,"It doesn't work, not responding.",0,it doesnt work not responding
subodh jain,4,2021-06-14 10:52:37,Good,0,good
Maurice Blibaum,1,2021-06-13 17:44:45,Crashes as soon as it opens. Tried reinstalling and rebooting phone.,0,crashes as soon as it opens tried reinstalling and rebooting phone
MOHD NAJMUDDIN SHAPIE,5,2021-06-12 17:05:48,Good apps and fast response on time services... Authorisation just from device,0,good apps and fast response on time services authorisation just from device
Deenad Sundramurthy,5,2021-06-08 11:12:10,Good,0,good
Mike Maguire,3,2021-06-03 07:09:45,Mostly good app. But infrequent crashes authorising payments and transfers since the last update are frustrating.,2,mostly good app but infrequent crashes authorising payments and transfers since the last update are frustrating
Paulette Lukan,2,2021-06-01 00:42:06,Depositing checks with mobile app is a long process. Took me 45 min to deposit 12 checks. Now it keeps closing app automatically during my deposits. I had to log in 4 times to deposit 13 checks.,5,depositing checks with mobile app is a long process took me min to deposit checks now it keeps closing app automatically during my deposits i had to log in times to deposit checks
Liwa Kuwait,4,2021-05-28 08:57:45,Good development,0,good development
Iqb Soorya,5,2021-05-27 20:59:08,Excellent,0,excellent
Michael O,1,2021-05-21 19:35:20,"Horrible app, horrible customer experience and horrible customer service experience. I had to talk to a dozen people and HSBC no longer recognize Premier status because if you have a half a million dollar mortgage (which everyone does) you qualify for Premier status and you are treated like dirt.",3,horrible app horrible customer experience and horrible customer service experience i had to talk to a dozen people and hsbc no longer recognize premier status because if you have a half a million dollar mortgage which everyone does you qualify for premier status and you are treated like dirt
Marcela Payares,1,2021-05-20 20:45:26,"The app gives an error message at startup every time, does not even allow me to see the data, really we just wanted to do online check deposits.",3,the app gives an error message at startup every time does not even allow me to see the data really we just wanted to do online check deposits
Jenny Chen,5,2021-05-16 20:13:02,HSBC net has very poor technical system- - this kind system should be out of business in right now market,1,hsbc net has very poor technical system this kind system should be out of business in right now market
Barbara Bowker,1,2021-05-13 17:58:29,Something very wrong with this app,0,something very wrong with this app
Manoj Vaidya,5,2021-05-11 15:19:38,"User friendly, reliable, secure.",0,user friendly reliable secure
umesh k,5,2021-05-02 15:00:36,Good service & fast,0,good service fast
Ravinder Rai,2,2021-05-01 13:18:28,"Showing update but not able to update from play store When I open the app, it is showing to update We click OK but it is not updating",9,showing update but not able to update from play store when i open the app it is showing to update we click ok but it is not updating
Drlogan Drlee,3,2021-04-26 02:11:51,"I merely use it to replace the awkard and fragile token, it's a god sent in that respect. But yes, would be a handy backup if i can get access to my online templates too.",0,i merely use it to replace the awkard and fragile token its a god sent in that respect but yes would be a handy backup if i can get access to my online templates too
Karl Labrie,3,2021-04-16 18:35:18,Often has issues reading photos from S10 galaxy when depositing cheques.,1,often has issues reading photos from s galaxy when depositing cheques
Craig Milton,1,2021-04-15 18:16:56,"App won't update so can't use mobile banking now. Why provide an update when not needed, nothing wribv with the old one",1,app wont update so cant use mobile banking now why provide an update when not needed nothing wribv with the old one
dougforbes696,1,2021-04-14 05:17:43,"App screwing up as usual, let alone how often it wont read my checks. This time it says update failed but i didn't update it and when i reinstall the larest, i get the same error.",0,app screwing up as usual let alone how often it wont read my checks this time it says update failed but i didnt update it and when i reinstall the larest i get the same error
Gaurev Agarawal,5,2021-04-10 11:22:25,Excellent app...vey user friendly and easy to use,1,excellent appvey user friendly and easy to use
Madan Dodeja,5,2021-04-09 18:12:14,"Seamless, Easy to use.",2,seamless easy to use
Aprendiendo con Yany,1,2021-03-30 05:27:41,"Terrible check deposit app. Now it doesn't works, update fail.",3,terrible check deposit app now it doesnt works update fail
frank telfort,5,2021-03-28 04:36:43,Yes it works great,0,yes it works great
Yaw Ayim,5,2021-03-26 18:53:17,Easy to use,0,easy to use
Rosemary MacNeil,1,2021-03-23 19:32:36,Very difficult to capture the cheque image. Have to try way too many times. Very frustrating!!!,6,very difficult to capture the cheque image have to try way too many times very frustrating
D K,2,2021-03-23 06:23:14,"Hard to see detailed info, no link to see Mastercard statement/transactions, poorly built.",1,hard to see detailed info no link to see mastercard statementtransactions poorly built
Sumit Singhal,5,2021-03-17 13:09:28,good,0,good
Manju RaJ MJs,5,2021-03-17 11:07:52,👍,0,
Mahiuddin Khandaker Tapoes,5,2021-03-17 01:54:36,Other,0,other
Praphul Agrawal,1,2021-03-07 16:22:35,"Getting an error showing that there was an error while updating, kindly resolve the issue",4,getting an error showing that there was an error while updating kindly resolve the issue
P W,1,2021-03-03 18:53:44,Very bad.. Now all banks using digital token... Back to Dinosaur age..,1,very bad now all banks using digital token back to dinosaur age
Aparna s,5,2021-02-15 09:41:45,"Easy to use, I suggest adding security code generator it will be helpful so that we no need to carry hsbcnet device",3,easy to use i suggest adding security code generator it will be helpful so that we no need to carry hsbcnet device
Kenny Li,1,2021-02-09 05:58:06,Having issues with an app update,0,having issues with an app update
Julie Nurbekova,1,2021-02-05 20:24:15,You cannot deposit anything. So bad even one star is to much for this app when you can't do anything,5,you cannot deposit anything so bad even one star is to much for this app when you cant do anything
KARTHICK P,5,2021-02-03 18:48:00,Awesome experience,0,awesome experience
Mohammad Al-Bashity,1,2021-01-31 21:07:34,App can't send activation code to company email Can't use the app and the local support team can't do anything Please help,3,app cant send activation code to company email cant use the app and the local support team cant do anything please help
Gautam Jhangiani,5,2021-01-27 16:55:42,Smooth and fast.,0,smooth and fast
Gustav Misselhorn,2,2021-01-11 16:02:23,App keeps crashing after every approval. Have to keep logging in.,3,app keeps crashing after every approval have to keep logging in
Linda Kettering Realty Corp,1,2021-01-10 02:50:58,"I have been requesting help in getting the mobile check deposit feature put onto my app FOR 3 MONTHS with no success. I have gotten promises, been told my request was being expedited etc. But no result. If I ran my business this way I would have gone broke, gotten tons of bad social media reviews and gone out of business. This is ridiculous, unprofessional and uncalled for. Worst app ever with worse customer service.",12,i have been requesting help in getting the mobile check deposit feature put onto my app for months with no success i have gotten promises been told my request was being expedited etc but no result if i ran my business this way i would have gone broke gotten tons of bad social media reviews and gone out of business this is ridiculous unprofessional and uncalled for worst app ever with worse customer service
Alex C,4,2021-01-09 09:06:05,"They fixed fingerprint reader, overall the app got better",21,they fixed fingerprint reader overall the app got better
JUNAID AHMED QURESHI,5,2020-12-29 14:20:49,Excellent,0,excellent
Dev Asthana,5,2020-12-24 00:40:45,Good,0,good
karin mercurio,1,2020-12-15 19:23:56,Are negative stars possible?,0,are negative stars possible
Mohab Amer,1,2020-12-06 00:54:46,Not reliable 😒 😕,0,not reliable
Yasser Saad,4,2020-11-26 16:01:06,Best online banking platform I ever used,2,best online banking platform i ever used
Waseem O,2,2020-11-24 21:22:56,Allow biometric log on for Xaiomi Mobile.,0,allow biometric log on for xaiomi mobile
Ravishankar Seshan,5,2020-11-19 15:46:44,Superb experience. Very easy and secure,1,superb experience very easy and secure
Ezekiel Duran,5,2020-11-19 05:54:23,Great!!!,0,great
Ananth Rangarajan,5,2020-11-18 11:50:54,Good,0,good
S. M.,3,2020-11-08 19:18:33,"Compared to other banking apps not versatile. Every long in you have to type login name. No retina scan, only fingerprint. On account page information per transaction is incomplete: missing sender notes (invoice number for example). Receivables finance is always empty: no information shows while it does on web site. App really needs work!",4,compared to other banking apps not versatile every long in you have to type login name no retina scan only fingerprint on account page information per transaction is incomplete missing sender notes invoice number for example receivables finance is always empty no information shows while it does on web site app really needs work
Gloria Muscat,3,2020-11-06 19:16:52,"This bank require a code from an outside calculator device provided by the bank for security purposes however it's an inconvenience to be able to do a fast transaction because one have look for calculator device in order to make any transactions like checking account balance, for this reasons I rate this bank and app very low.",5,this bank require a code from an outside calculator device provided by the bank for security purposes however its an inconvenience to be able to do a fast transaction because one have look for calculator device in order to make any transactions like checking account balance for this reasons i rate this bank and app very low
Rajvi P,5,2020-11-05 02:48:14,Fantastic,1,fantastic
Sakshi Kayandekar,4,2020-10-31 09:42:05,Good,1,good
Choong Chow YIM,5,2020-10-26 15:12:08,5 star,0,star
Saad Zaman,5,2020-10-25 12:27:15,Very user friendly,0,very user friendly
Leonid Chukhovsky,1,2020-10-21 21:40:22,"Slowly getting better, but far far behind any other banking app - now it has mobile check deposit, about 10 years after everyone else. Edit: After spending an hour trying to deposit a check using latest update (with no luck) - this is officially the worst banking app I ever worked with. It's simply impossible - takes forever to align it to take a shot (no manual options, only automatic), after that - it's refusing to recognize it. Edit2: After another hour of experiments - I was able to post it from Nokia 5 phone, exact same surface and light. I can only assume that S8+ camera is too good, it works better with lower camera resolutions, I had only one failed attempt on Nokia vs about a 100 on S8+. Support was trying to convince me that it's my check, surface or light and I'm the only one with the issue - you can read tons of similar comments for HSBC Canada mobile up.",13,slowly getting better but far far behind any other banking app now it has mobile check deposit about years after everyone else edit after spending an hour trying to deposit a check using latest update with no luck this is officially the worst banking app i ever worked with its simply impossible takes forever to align it to take a shot no manual options only automatic after that its refusing to recognize it edit after another hour of experiments i was able to post it from nokia phone exact same surface and light i can only assume that s camera is too good it works better with lower camera resolutions i had only one failed attempt on nokia vs about a on s support was trying to convince me that its my check surface or light and im the only one with the issue you can read tons of similar comments for hsbc canada mobile up
Mark Bluth,1,2020-10-16 01:45:57,Hands down the worst online banking app!,0,hands down the worst online banking app
Bijal Shah,3,2020-10-14 19:56:38,Very unstable app,0,very unstable app
Mohd Ahmad,5,2020-10-14 15:49:59,Nice,0,nice
G C,1,2020-10-08 19:20:03,I only need the to deposit checks and it doesn't work half the time. Always need to uninstall and reinstall.,1,i only need the to deposit checks and it doesnt work half the time always need to uninstall and reinstall
A V Ramakrishna Rao,1,2020-10-08 08:35:00,"Not able to open the app, it keeps hanging",0,not able to open the app it keeps hanging
Madhuka Sandaruwan,5,2020-10-05 11:20:40,Good App,0,good app
Hrashikesh Bhat,1,2020-10-04 13:20:49,"Horrible App, keeps hanging. Wifi / data required even to generate token. Using it as there is no other option!",5,horrible app keeps hanging wifi data required even to generate token using it as there is no other option
Ayush Gupta,1,2020-10-02 22:06:37,Disgusting app.. Crashes.. Unresponsiveness.. As user unfriendly add I can imagine.. They shouldn't make apps,0,disgusting app crashes unresponsiveness as user unfriendly add i can imagine they shouldnt make apps
Jaswinder Arora,5,2020-09-25 14:57:00,Hello there Since last few days ago the mobile app payment authorisation isn't working Unable to authorise payments on my hsbcnet mobile app HELP,0,hello there since last few days ago the mobile app payment authorisation isnt working unable to authorise payments on my hsbcnet mobile app help
Vijay Rangaswamy,5,2020-09-22 08:05:56,Good,0,good
ANIRBAN CHAKRABORTI,5,2020-09-14 07:03:41,Good,0,good
Jack Hoang,1,2020-09-08 20:43:06,"Kept asking to enter the Digipass even though I entered more than 10 times, why?",0,kept asking to enter the digipass even though i entered more than times why
vinit arora,1,2020-09-04 11:28:30,"Unable to download, after downloading it is again started for downloading",0,unable to download after downloading it is again started for downloading
Amit Sakhala,5,2020-09-03 15:38:09,Good,0,good
Manjula Sundaresh,5,2020-09-02 19:07:21,Easy to operate,0,easy to operate
Ken Bailey,5,2020-09-02 11:34:50,Easy to use app,0,easy to use app
niraj poddar,1,2020-08-29 13:20:58,Cannot login,0,cannot login
Rajesh Singh,5,2020-08-29 12:53:04,good,0,good
CA Meenakshi Mongia,1,2020-08-25 17:23:48,"Hi, I'm not able to download this app.",0,hi im not able to download this app
Park Hatters,2,2020-08-25 04:27:30,All ways problems,1,all ways problems
T C,1,2020-08-24 15:40:56,"This application is actually very good, however need wifi connection to able to work. Just can't imagine if I'm happen to be somewhere but needs my authorization, could have been trouble and perhaps not secure to find wifi connection.",1,this application is actually very good however need wifi connection to able to work just cant imagine if im happen to be somewhere but needs my authorization could have been trouble and perhaps not secure to find wifi connection
SHARAD KUMAR AGRAWAL,5,2020-08-20 16:00:03,Improve options particularly for credit card payment,0,improve options particularly for credit card payment
PC User,1,2020-08-07 19:41:32,horrible ux.,0,horrible ux
Mukesh Khandelwal,1,2020-08-06 05:03:40,Very poor aap...,0,very poor aap
Andiappan Ramasamy (Andy),4,2020-08-04 15:53:56,Good,0,good
Khoo PA,1,2020-08-03 09:10:04,"Used to be a decent app, but lately have been experiencing issues logging in with the app. Totally useless now.",12,used to be a decent app but lately have been experiencing issues logging in with the app totally useless now
Krunal Rajkotia,5,2020-07-20 10:24:55,Very easy to use app,0,very easy to use app
Thomson S. Simbolon,1,2020-07-17 09:05:37,So very-very Bad application..every time error. Useless application.,0,so veryvery bad applicationevery time error useless application
Kalaivanan Nataraj,1,2020-07-10 13:56:35,Worst app,0,worst app
Richard Scott,5,2020-07-09 14:03:49,Easy to use. Just needs data range for viewing transactions,3,easy to use just needs data range for viewing transactions
Pieter de Lange,1,2020-07-09 11:53:26,Terrible to use as authentication device for online banking. Does not connect.,4,terrible to use as authentication device for online banking does not connect
Eric Postal,1,2020-07-08 04:05:56,"Used to be a typical app for banks, a little clunky but got the job done. Ever since the last update it cannot seem to login. Completely worthless now. Great quality control guys!",12,used to be a typical app for banks a little clunky but got the job done ever since the last update it cannot seem to login completely worthless now great quality control guys
Dipak Thanki,1,2020-06-24 16:18:21,Can't access crashes,0,cant access crashes
Anne Powell,1,2020-06-16 22:54:39,Stopped working,0,stopped working
Sukhjeevan Chattha,1,2020-06-16 17:50:17,Very tedious.,0,very tedious
aditya shukla,5,2020-06-15 08:56:11,Good,0,good
Ming Gang Guo,1,2020-06-13 03:40:17,"Got letter to download for remote deposit function, downloaded and can't find that function. Really backwards app not to mention it's a function that most other banks have had for a very long time.",2,got letter to download for remote deposit function downloaded and cant find that function really backwards app not to mention its a function that most other banks have had for a very long time
Alan Sin,1,2020-06-11 11:14:33,"Installed on three devices, all 3 shows a circle and then quits automatically",3,installed on three devices all shows a circle and then quits automatically
Carl Raleigh,1,2020-05-30 00:25:29,"Terrible app to use. I have to log in and out and then back in, otherwise the balance screen is blank. I have a saved payee (my personal account) and now I can no longer use that to deposit funds on the mobile app. If you switch to a different app on your phone to check an address or details the app reverts back to the main screen meaning you have to fill out all the info again. When fill out all details correctly it says the date is incorrect despite being set to ""Pay ASAP"" (the default value).",4,terrible app to use i have to log in and out and then back in otherwise the balance screen is blank i have a saved payee my personal account and now i can no longer use that to deposit funds on the mobile app if you switch to a different app on your phone to check an address or details the app reverts back to the main screen meaning you have to fill out all the info again when fill out all details correctly it says the date is incorrect despite being set to pay asap the default value
Shakira Isa,1,2020-05-29 05:33:35,The most technologically behind banking app I've ever experienced :(,6,the most technologically behind banking app ive ever experienced
Jacobo Bentata,1,2020-05-28 01:41:37,Doesn't install,0,doesnt install
Hsiaoppn Li,1,2020-05-11 04:21:58,Fail to install for many many trys.....,0,fail to install for many many trys
David Perelman,2,2020-05-08 17:56:23,Very difficult to navigate,1,very difficult to navigate
Gaurav Babel,1,2020-05-08 17:06:24,Worst app,0,worst app
Derek Livingstone,1,2020-05-06 19:22:36,Does not work!,0,does not work
Hannah Barkley,1,2020-04-30 00:50:38,"It won't open - uninstall, reinstall, try to open, nothing happens - has been this way for MONTH'S!!!!",0,it wont open uninstall reinstall try to open nothing happens has been this way for months
A Google user,5,2020-04-18 15:09:11,This is very good app,0,this is very good app
A Google user,1,2020-04-17 22:54:42,No fingerprint access. On Android. In 2020. Ridiculous,3,no fingerprint access on android in ridiculous
A Google user,1,2020-03-10 05:26:26,"When create payment. After start then at the key in the beneficiary step, cannot key in. There is capture information manually, never can click. What function?",5,when create payment after start then at the key in the beneficiary step cannot key in there is capture information manually never can click what function
A Google user,2,2020-03-10 00:11:22,App does not close like other apps and neither open properly,2,app does not close like other apps and neither open properly
A Google user,5,2020-02-26 09:26:34,Good,0,good
A Google user,1,2020-02-26 06:52:25,not reliable,0,not reliable
A Google user,1,2020-02-05 07:56:17,Possibly the worst app from a major bank that I've ever seen. Hard to believe a company as sophisticated as HSBC hasn't figured out that customers use mobile devices these days (and for the past decade or more) to do their banking. If only a small portion of the large bonuses they pay themselves could be channeled into their software development team... Shockingly substandard. About to uninstall... Now!,19,possibly the worst app from a major bank that ive ever seen hard to believe a company as sophisticated as hsbc hasnt figured out that customers use mobile devices these days and for the past decade or more to do their banking if only a small portion of the large bonuses they pay themselves could be channeled into their software development team shockingly substandard about to uninstall now
A Google user,1,2020-01-23 20:21:48,Useless...Username not accepted and definitel entred correctly. Typical.,0,uselessusername not accepted and definitel entred correctly typical
A Google user,2,2020-01-23 09:59:31,"Too many essential functions missing. If you wanna have an app to check your balance, then it's ok.",2,too many essential functions missing if you wanna have an app to check your balance then its ok
A Google user,2,2020-01-17 16:26:39,Poor design,0,poor design
A Google user,1,2020-01-07 23:33:05,"Fingerprint not support on my phone, samsung note 10, what is going on here?",5,fingerprint not support on my phone samsung note what is going on here
A Google user,1,2020-01-07 20:10:09,Only basic functionality offered. Can't view our company recievables finance ledgers and so couldn't draw necessary funds. Also repeatedly logged me out from site each time I changed pages. Site is not fit for purpose. Beggars the question how a multi billion pound company can offer a substandard app.,6,only basic functionality offered cant view our company recievables finance ledgers and so couldnt draw necessary funds also repeatedly logged me out from site each time i changed pages site is not fit for purpose beggars the question how a multi billion pound company can offer a substandard app
A Google user,1,2019-08-30 12:08:54,"Since the update, can't log in",1,since the update cant log in
A Google user,3,2019-08-06 20:54:09,"pls enable the app to provide screenshot secondly after having its updated version,As i log in but once want to see authorizarion screen, my mobile phone (huawei p 30 pro) screen gets white...why ? pls help",6,pls enable the app to provide screenshot secondly after having its updated versionas i log in but once want to see authorizarion screen my mobile phone huawei p pro screen gets whitewhy pls help
A Google user,1,2019-06-24 20:28:02,"why cannot screenshot ? Samsung s10 plus, please help!",3,why cannot screenshot samsung s plus please help
A Google user,2,2019-05-26 14:53:23,pathetic...slow..,0,patheticslow
A Google user,1,2019-04-19 07:40:52,"since the update, the approval of payment up to 5, consume the space to authorized this payment, end up i need to approve 1 by 1 because it keep alerting me saying that someone is updating and that is why I cannot approve. which is no one is updating. HSBC you need to fix this, for corporate or business, where we have more than 50 transactions, impossible to open 1by1 and approve it, last time can do 5 for the apps now not anymore.",7,since the update the approval of payment up to consume the space to authorized this payment end up i need to approve by because it keep alerting me saying that someone is updating and that is why i cannot approve which is no one is updating hsbc you need to fix this for corporate or business where we have more than transactions impossible to open by and approve it last time can do for the apps now not anymore
A Google user,5,2019-04-18 16:41:42,"In India, check authorization not enabled ..only available on Web Browser. This is required to be added in India. COS...",0,in india check authorization not enabled only available on web browser this is required to be added in india cos
A Google user,1,2019-02-24 23:45:10,unfortunately like others have found only works once and then can't get in again. This used to work but sadly it seems no longer so.,2,unfortunately like others have found only works once and then cant get in again this used to work but sadly it seems no longer so
A Google user,1,2019-02-22 00:06:21,Can't even log in crashes everytime!,1,cant even log in crashes everytime
A Google user,1,2019-02-10 08:38:08,Still cannot use biometric finger login though hsbc even emailed to state android now available. Device S9. Also still crashes. FIX.,8,still cannot use biometric finger login though hsbc even emailed to state android now available device s also still crashes fix
A Google user,1,2019-01-30 01:05:21,Only works once and that is right after installation if run from Play Store otherwise keep crashing. I tried twice. My device Samsung Galaxy S9+,7,only works once and that is right after installation if run from play store otherwise keep crashing i tried twice my device samsung galaxy s
A Google user,2,2019-01-29 17:46:53,app keeps crashing. horrible experience,2,app keeps crashing horrible experience
A Google user,1,2018-12-27 07:57:45,always crush,0,always crush
A Google user,3,2018-12-04 16:13:57,"Samsung S9 ""OS does not allow fingerprint ID"". Come on only iPhone? And the app blurb says it works with FP. Yes FP is enabled on phone.",2,samsung s os does not allow fingerprint id come on only iphone and the app blurb says it works with fp yes fp is enabled on phone
A Google user,5,2018-11-18 04:20:49,Awesome app,0,awesome app
A Google user,1,2018-11-07 04:25:17,**ck,0,ck
A Google user,1,2018-08-21 11:08:35,Worst banking platform in history,4,worst banking platform in history
A Google user,1,2018-07-18 15:23:07,Too many updates that seem to make it worst everytime,0,too many updates that seem to make it worst everytime
A Google user,1,2018-05-09 08:45:04,Not work well. Open everytime need update everytime and take long time.,0,not work well open everytime need update everytime and take long time
A Google user,1,2018-05-06 05:04:29,"Hsb c  allowed cyber criminals to register my Hsbc Account for mobile banking and As a result i lost thousands of pounds, Hsbc  denied any wrong doing they  used  every trick in the book to avoid paying back money and As usual the customer loses out.",0,hsb c allowed cyber criminals to register my hsbc account for mobile banking and as a result i lost thousands of pounds hsbc denied any wrong doing they used every trick in the book to avoid paying back money and as usual the customer loses out
A Google user,1,2018-04-25 23:54:06,Sucks,5,sucks
A Google user,2,2018-04-17 04:20:11,I am disappointed it doesn't not have a mobile deposits feature.,2,i am disappointed it doesnt not have a mobile deposits feature
A Google user,2,2017-12-27 17:20:15,Not launching. Used to work fine.,7,not launching used to work fine
A Google user,1,2017-11-30 14:54:28,Also experiencing freeze on EULA page,1,also experiencing freeze on eula page
A Google user,4,2017-11-18 14:47:09,This app is ideal for HSBCnet customer.,0,this app is ideal for hsbcnet customer
A Google user,1,2017-11-06 09:24:50,I couldn't even get the password to log in and I finally uninstalled it.  Finally got the password but it was 6 hours later.,3,i couldnt even get the password to log in and i finally uninstalled it finally got the password but it was hours later
A Google user,5,2017-11-02 14:54:11,Nice appp,0,nice appp
A Google user,1,2017-10-26 16:31:21,Freeze at the page of End user licence agreement. Can't use even uninstall and dl again.,3,freeze at the page of end user licence agreement cant use even uninstall and dl again
A Google user,1,2017-09-18 19:56:30,Terrible App. Wanted to view recent transactions and execute payments from stored templates whilst on the go - but couldn't!! A total waste of time!!!,0,terrible app wanted to view recent transactions and execute payments from stored templates whilst on the go but couldnt a total waste of time
A Google user,1,2017-09-04 14:28:39,"If this app doesnt support fingerprint on samsung note 5 then which phone are you supporting. Please remember half cooked apps will always  damage your reputation. Hsbcnet is one of the top online banking system i've seen, please extended the same quality for the app as well.",2,if this app doesnt support fingerprint on samsung note then which phone are you supporting please remember half cooked apps will always damage your reputation hsbcnet is one of the top online banking system ive seen please extended the same quality for the app as well
A Google user,1,2017-08-26 22:58:47,Worst app  ever... world local has worst app that's a shame... stop spending money  on advertising at the all airport in world ... try to fix the mobile app...so that customer can stick to your bank... in this era we need good bank app so that we can access for account on the phone,6,worst app ever world local has worst app thats a shame stop spending money on advertising at the all airport in world try to fix the mobile appso that customer can stick to your bank in this era we need good bank app so that we can access for account on the phone
A Google user,5,2017-08-08 19:10:32,fine,0,fine
A Google user,1,2017-08-07 23:00:02,really bad app. didnt even let me log in. yet i can log in on other app and desktop fine,2,really bad app didnt even let me log in yet i can log in on other app and desktop fine
A Google user,4,2017-08-07 22:29:19,"Wow. Impressed. Much easier to use than the website. I used to authorize a payment my accountant had set up. If you have a business acct with HSBC,  it's a winner.",6,wow impressed much easier to use than the website i used to authorize a payment my accountant had set up if you have a business acct with hsbc its a winner
A Google user,1,2017-07-20 03:16:37,"Got a new phone and installed the app. Asks me for my username, i entered the same one I used on my old phone and on the net and keeps saying invalid password. Now I have to use my old phone if i want to make transactions.",11,got a new phone and installed the app asks me for my username i entered the same one i used on my old phone and on the net and keeps saying invalid password now i have to use my old phone if i want to make transactions
A Google user,5,2017-07-17 03:02:08,"This app is ideal for business HSBCnet users. If you have personal accounts, there's another HSBC app for those.",0,this app is ideal for business hsbcnet users if you have personal accounts theres another hsbc app for those
